red_fighter,blue_fighter,red_odds,blue_odds,red_winner,red_return,blue_return,odds_diff,age_diff,reach_diff,height_diff,wins_diff,losses_diff,rounds_diff,title_bout_diff,ko_diff,submission_diff,win_streak_diff,lose_streak_diff,longest_win_streak_diff,sig_str_diff,sub_att_diff,td_diff,rank_diff,fight_date,title_bout,weight_class,gender,number_of_rounds,blue_current_lose_streak,blue_current_win_streak,blue_longest_win_streak,blue_losses,blue_total_rounds_fought,blue_total_title_bouts,blue_wins_by_ko,blue_wins_by_submission,blue_wins,blue_stance,blue_height_cms,blue_reach_cms,red_current_lose_streak,red_current_win_streak,red_longest_win_streak,red_losses,red_total_rounds_fought,red_total_title_bouts,red_wins_by_ko,red_wins_by_submission,red_wins,red_stance,red_height_cms,red_reach_cms,red_age,blue_age,b_match_wc_rank,r_match_wc_rank
Manel Kape,Asu Almabayev,-220,184,t,1.4545,0,-404,0,7.62,2.54,1,3,9,0,3,-1,-3,0,0,2.73,-1.2,-4.06,-2,2025-03-01,f,Flyweight,MALE,5,0,4,4,0,11,0,0,1,4,Orthodox,162.56,165.1,0,1,4,3,20,0,3,0,5,Southpaw,165.1,172.72,31,31,8,6
Cody Brundage,Julian Marquez,-116,-102,t,1.8621,0,-14,-4,0,-5.08,0,2,1,0,1,-2,0,-3,0,-2.8,-2.1,1.88,0,2025-03-01,f,Middleweight,MALE,3,3,0,2,4,16,0,1,3,4,Orthodox,187.96,182.88,0,0,2,6,17,0,2,1,4,Orthodox,182.88,182.88,30,34,20,20
Nasrat Haqparast,Esteban Ribovics,205,-250,t,3.05,0,455,1,7.62,0,5,3,23,0,0,0,1,0,1,-0.91,-0.2,-0.01,0,2025-03-01,f,Lightweight,MALE,3,0,3,3,1,11,0,2,0,4,Orthodox,177.8,175.26,0,4,4,4,34,0,2,0,9,Southpaw,177.8,182.88,29,28,20,20
Hyder Amil,William Gomis,188,-225,t,2.88,0,413,7,-7.62,-7.62,-1,0,-6,0,1,0,-1,0,-1,2.33,0.5,-0.3,0,2025-03-01,f,Featherweight,MALE,3,0,4,4,0,12,0,1,0,4,Southpaw,182.88,185.42,0,3,3,0,6,0,2,0,3,Switch,175.26,177.8,34,27,20,20
Danny Barlow,Sam Patterson,-225,188,f,0,2.88,-413,1,2.54,-2.54,0,-1,2,0,2,-3,1,0,1,3.19,-1.6,-0.82,0,2025-03-01,f,Welterweight,MALE,3,0,2,2,1,5,0,0,3,3,Orthodox,190.5,198.12,0,3,3,0,7,0,2,0,3,Southpaw,187.96,200.66,29,28,20,20
Austen Lane,Mario Pinto,420,-550,f,0,1.1818,970,11,2.54,2.54,1,3,8,0,0,0,0,0,0,-0.15,-0.9,-0.88,0,2025-03-01,f,Heavyweight,MALE,3,0,1,1,0,1,0,1,0,1,Orthodox,195.58,200.66,0,1,1,3,9,0,1,0,2,Orthodox,198.12,203.2,37,26,20,20
Ricardo Ramos,Chepe Mariscal,245,-300,f,0,1.3333,545,-3,7.62,5.08,4,5,16,0,1,1,-3,0,-1,-1.23,0.8,0.17,0,2025-03-01,f,Featherweight,MALE,3,0,4,4,0,11,0,1,0,4,Orthodox,170.18,175.26,0,1,3,5,27,0,2,1,8,Orthodox,175.26,182.88,29,32,20,20
Danny Silva,Lucas Almeida,-700,440,t,1.1429,0,-1140,-6,-5.08,-10.16,0,-3,-6,0,-1,0,1,0,1,1.41,0.2,2.06,0,2025-03-01,f,Featherweight,MALE,3,0,1,1,3,12,0,1,0,2,Orthodox,180.34,180.34,0,2,2,0,6,0,0,0,2,Switch,170.18,175.26,28,34,20,20
Andrea Lee,JJ Aldrich,580,-1000,f,0,1.1,1580,4,5.08,2.54,-4,2,-5,0,0,1,0,4,0,0.7,0.6,0.95,0,2025-03-01,f,Women's Flyweight,FEMALE,3,1,0,3,6,42,0,1,0,9,Southpaw,165.1,170.18,5,0,3,8,37,0,1,1,5,Orthodox,167.64,175.26,36,32,20,20
Charles Johnson,Ramazan Temirov,205,-280,f,0,1.3571,485,6,17.78,12.7,5,4,27,0,1,0,3,0,3,0.4,0.3,-0.33,-8,2025-03-01,f,Flyweight,MALE,3,0,1,1,0,1,0,1,0,1,Orthodox,162.56,160.02,0,4,4,4,28,0,2,0,6,Switch,175.26,177.8,34,28,20,12
Alex Pereira,Magomed Ankalaev,-164,128,f,0,2.28,-292,5,10.16,2.54,-2,0,-11,5,1,0,3,0,-4,1.51,0.2,-0.68,-1,2025-03-08,t,Light Heavyweight,MALE,5,0,2,9,1,36,1,6,0,11,Orthodox,190.5,190.5,0,5,5,1,25,6,7,0,9,Orthodox,193.04,200.66,37,32,1,0
Justin Gaethje,Rafael Fiziev,-700,440,t,1.1429,0,-1140,4,-2.54,7.62,2,2,9,2,3,0,0,-1,-2,1.77,0,-0.5,-8,2025-03-08,f,Lightweight,MALE,3,2,0,6,3,24,0,3,0,6,Switch,172.72,180.34,1,0,4,5,33,2,6,0,8,Orthodox,180.34,177.8,36,32,11,3
Jalin Turner,Ignacio Bahamondes,120,-142,f,0,1.7042,262,2,5.08,0,2,3,4,0,1,2,-2,1,2,-0.2,0.5,0.75,-7,2025-03-08,f,Lightweight,MALE,3,0,2,3,2,19,0,4,1,6,Orthodox,190.5,190.5,1,0,5,5,23,0,5,3,8,Southpaw,190.5,195.58,29,27,20,13
Amanda Lemos,Iasmin Lucindo,-3000,1340,t,1.0333,0,-4340,14,-2.54,2.54,4,3,13,1,3,1,-4,1,1,-0.47,0.6,-1.26,-2,2025-03-08,f,Women's Strawweight,FEMALE,3,0,4,4,1,14,0,0,1,4,Orthodox,160.02,167.64,1,0,5,4,27,1,3,2,8,Southpaw,162.56,165.1,37,23,7,5
King Green,Mauricio Ruffy,440,-590,f,0,1.1695,1030,10,-10.16,-2.54,14,13,69,0,1,4,-3,1,5,2.19,0.3,1.31,0,2025-03-08,f,Lightweight,MALE,3,0,3,3,0,7,0,2,0,3,Orthodox,180.34,190.5,1,0,8,13,76,0,3,4,17,Orthodox,177.8,180.34,38,28,20,20
Joshua Van,Rei Tsuruya,-146,124,t,1.6849,0,-270,1,-7.62,-2.54,1,1,8,-1,0,-1,-2,0,-1,6.6,-1.9,-4.22,-5,2025-03-08,f,Flyweight,MALE,3,0,4,4,0,9,1,1,1,4,Orthodox,167.64,172.72,0,2,3,1,17,0,1,0,5,Orthodox,165.1,165.1,23,22,20,15
Brunno Ferreira,Armen Petrosyan,110,-130,t,2.1,0,240,-2,2.54,-12.7,0,-1,-8,0,3,0,0,-1,0,-2.07,0.8,1.08,0,2025-03-08,f,Middleweight,MALE,3,2,0,2,3,16,0,1,0,4,Orthodox,190.5,180.34,1,0,2,2,8,0,4,0,4,Orthodox,177.8,182.88,32,34,20,20
Alex Morono,Carlos Leal,530,-750,f,0,1.1333,1280,4,-5.08,0,13,7,53,0,2,2,0,1,4,-3.85,0.3,-0.11,0,2025-03-08,f,Welterweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,180.34,187.96,2,0,4,8,56,0,2,2,13,Orthodox,180.34,182.88,34,30,20,20
Mairon Santos,Francis Marshall,2300,-6000,t,24,0,8300,-2,0,-5.08,-2,-2,-10,1,0,0,0,0,-1,0.14,-0.5,-2.71,0,2025-03-08,f,Featherweight,MALE,3,0,1,2,2,12,0,1,0,3,Orthodox,175.26,182.88,0,1,1,0,2,1,1,0,1,Orthodox,170.18,182.88,24,26,20,20
Djorden Santos,Ozzy Diaz,-198,166,f,0,2.66,-364,-7,-10.16,-10.16,1,-2,0,0,0,0,1,-2,1,0.56,0,0.67,0,2025-03-08,f,Middleweight,MALE,3,2,0,0,2,3,0,0,0,0,Orthodox,193.04,200.66,0,1,1,0,3,0,0,0,1,Orthodox,182.88,190.5,27,34,20,20
Marvin Vettori,Roman Dolidze,180,-235,f,0,1.4255,415,-5,-5.08,-5.08,1,2,25,1,-5,2,-2,1,1,1.55,-0.3,0.25,-4,2025-03-15,f,Middleweight,MALE,5,0,2,4,3,26,0,5,0,8,Orthodox,187.96,193.04,1,0,5,5,51,1,0,2,9,Southpaw,182.88,187.96,31,36,12,8
Chidi Njokuani,Elizeu Zaleski dos Santos,134,-172,t,2.34,0,306,-2,17.78,10.16,-6,-1,-24,0,-1,-1,1,0,-4,1,-0.3,-0.79,0,2025-03-15,f,Welterweight,MALE,3,0,1,7,4,41,0,4,1,11,Orthodox,180.34,185.42,0,2,3,3,17,0,3,0,5,Orthodox,190.5,203.2,36,38,20,20
Alexander Hernandez,Kurt Holobaugh,134,-172,t,2.34,0,306,-6,5.08,-5.08,5,1,10,0,3,-1,0,0,1,-0.35,-0.7,0.4,0,2025-03-15,f,Lightweight,MALE,3,0,1,1,6,22,0,0,1,2,Orthodox,180.34,177.8,0,1,2,7,32,0,3,0,7,Orthodox,175.26,182.88,32,38,20,20
Da'Mon Blackshear,Cody Gibson,-235,180,t,1.4255,0,-415,-7,2.54,0,0,-2,-5,0,0,1,-1,0,0,0.7,0.9,-0.64,0,2025-03-15,f,Bantamweight,MALE,3,0,2,2,5,19,0,1,1,3,Orthodox,177.8,180.34,0,1,2,3,14,0,1,2,3,Switch,177.8,182.88,30,37,20,20
Diyar Nurgozhay,Brendson Ribeiro,-450,310,f,0,4.1,-760,-1,-17.78,-2.54,-1,-2,-6,0,0,0,0,0,0,1.48,-0.6,0.52,0,2025-03-15,f,Light Heavyweight,MALE,3,0,1,1,2,8,0,1,0,2,Orthodox,190.5,205.74,0,1,1,0,2,0,1,0,1,Southpaw,187.96,187.96,27,28,20,20
SeungWoo Choi,Kevin Vallejos,390,-600,f,0,1.1667,990,9,15.24,12.7,3,5,19,0,0,0,-1,1,2,-2.56,0,0.17,0,2025-03-15,f,Featherweight,MALE,3,0,1,1,1,4,0,1,0,1,Switch,170.18,172.72,1,0,3,6,23,0,1,0,4,Orthodox,182.88,187.96,32,23,20,20
Waldo Cortes Acosta,Ryan Spann,-700,440,t,1.1429,0,-1140,0,-2.54,-2.54,-3,-5,-6,0,-1,-4,2,0,-2,2.43,-1.6,-0.77,-8,2025-03-15,f,Heavyweight,MALE,3,0,1,5,6,23,0,3,4,9,Orthodox,195.58,200.66,0,3,3,1,17,0,2,0,6,Orthodox,193.04,198.12,33,33,20,12
Carlos Vera,Josias Musasa,480,-800,t,5.8,0,1280,11,-12.7,-5.08,-1,1,0,0,0,0,-1,1,-1,-1.66,1.1,-0.9,0,2025-03-15,f,Bantamweight,MALE,3,0,1,1,0,3,0,0,0,1,Southpaw,172.72,187.96,1,0,0,1,3,0,0,0,0,Orthodox,167.64,175.26,37,26,20,20
Stephanie Luciano,Sam Hughes,200,-270,f,0,1.3704,470,-7,2.54,2.54,-3,-5,-19,0,-1,0,0,0,-1,0.79,0.1,0.18,0,2025-03-15,f,Women's Strawweight,FEMALE,3,0,1,2,5,25,0,1,0,4,Orthodox,165.1,162.56,0,1,1,0,6,0,0,0,1,Orthodox,167.64,165.1,25,32,20,20
Daniel Barez,Andre Lima,1180,-2400,f,0,1.0417,3580,10,-2.54,-2.54,-3,2,-4,0,0,0,-3,0,-3,-0.41,-0.5,0.57,0,2025-03-15,f,Flyweight,MALE,3,0,4,4,0,11,0,0,0,4,Orthodox,170.18,170.18,0,1,1,2,7,0,0,0,1,Orthodox,167.64,167.64,36,26,20,20
Josiane Nunes,Priscila Cachoeira,-174,146,f,0,2.46,-320,-5,5.08,-12.7,-1,-4,-9,0,-2,0,0,0,1,1.22,0,-0.25,0,2025-03-15,f,Women's Bantamweight,FEMALE,3,2,0,2,6,22,0,3,0,4,Orthodox,170.18,165.1,2,0,3,2,13,0,1,0,3,Southpaw,157.48,170.18,31,36,20,20
Yuneisy Duben,Carli Judice,235,-320,f,0,1.3125,555,2,-7.62,-7.62,1,-2,-5,0,1,0,1,-2,1,4.21,0,-0.52,0,2025-03-15,f,Women's Flyweight,FEMALE,3,2,0,0,2,6,0,0,0,0,Southpaw,170.18,172.72,0,1,1,0,1,0,1,0,1,Orthodox,162.56,165.1,28,26,20,20
Leon Edwards,Sean Brady,108,-136,f,0,1.7353,244,1,5.08,10.16,7,2,41,4,3,-2,-2,1,3,-1.36,-0.5,-2.28,-4,2025-03-22,f,Welterweight,MALE,5,0,2,5,1,24,0,0,3,7,Orthodox,177.8,182.88,1,0,8,3,65,4,3,1,14,Southpaw,187.96,187.96,33,32,5,1
Jan Blachowicz,Carlos Ulberg,126,-160,f,0,1.625,286,8,2.54,-5.08,4,6,41,4,0,1,-7,1,-2,-3.02,0.2,0.45,-3,2025-03-22,f,Light Heavyweight,MALE,3,0,7,7,1,16,0,5,1,8,Orthodox,193.04,195.58,1,0,5,7,57,4,5,2,12,Orthodox,187.96,198.12,42,34,6,3
Gunnar Nelson,Kevin Holland,215,-290,f,0,1.3448,505,4,-22.86,-10.16,-4,-5,-26,0,-5,3,2,-2,-1,-2.47,0.4,1.21,0,2025-03-22,f,Welterweight,MALE,3,2,0,5,10,59,0,5,5,14,Orthodox,190.5,205.74,0,2,4,5,33,0,0,8,10,Switch,180.34,182.88,36,32,20,20
Molly McCann,Alexia Thainara,300,-450,f,0,1.2222,750,5,-12.7,0,6,6,27,0,2,1,-1,1,2,0.66,-1.3,-2.76,0,2025-03-22,f,Women's Strawweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Orthodox,162.56,170.18,1,0,3,6,30,0,2,1,7,Orthodox,162.56,157.48,34,29,20,20
Jordan Vucenic,Chris Duncan,-320,230,f,0,3.3,-550,-2,5.08,0,-4,-1,-8,0,-1,-1,-1,1,-3,-2.72,-0.6,-2.29,0,2025-03-22,f,Lightweight,MALE,3,0,1,3,2,11,0,1,1,4,Orthodox,177.8,180.34,1,0,0,1,3,0,0,0,0,Orthodox,177.8,185.42,29,31,20,20
Nathaniel Wood,Morgan Charriere,-270,200,t,1.3704,0,-470,2,0,-5.08,6,2,25,0,-2,3,0,0,2,1.62,0.2,-0.71,0,2025-03-22,f,Featherweight,MALE,3,0,1,1,1,6,0,2,0,2,Orthodox,172.72,175.26,0,1,3,3,31,0,0,3,8,Orthodox,167.64,175.26,31,29,20,20
Jai Herbert,Chris Padilla,-235,180,f,0,2.8,-415,7,7.62,10.16,1,4,17,0,0,-1,-1,0,-1,-3,-0.3,-0.71,0,2025-03-22,f,Lightweight,MALE,3,0,2,2,0,3,0,1,1,2,Orthodox,175.26,187.96,0,1,1,4,20,0,1,0,3,Orthodox,185.42,195.58,36,29,20,20
Lone'er Kavanagh,Felipe dos Santos,152,-196,t,2.52,0,348,1,-7.62,-2.54,1,-2,-5,0,1,0,2,-1,1,0.38,-0.3,1.12,0,2025-03-22,f,Flyweight,MALE,3,1,0,1,2,9,0,0,0,1,Orthodox,170.18,177.8,0,2,2,0,4,0,1,0,2,Orthodox,167.64,170.18,25,24,20,20
Marcin Tybura,Mick Parkin,152,-196,t,2.52,0,348,10,-2.54,-2.54,8,8,40,0,4,0,-4,0,0,-1.14,-0.1,-0.08,-5,2025-03-22,f,Heavyweight,MALE,3,0,5,5,0,11,0,1,1,5,Orthodox,193.04,200.66,0,1,5,8,51,0,5,1,13,Orthodox,190.5,198.12,39,29,13,8
Christian Leroy Duncan,Andrey Pulyaev,-1200,660,t,1.0833,0,-1860,2,2.54,-5.08,2,2,8,0,3,0,-1,1,1,0.59,0,0.04,0,2025-03-22,f,Middleweight,MALE,3,0,1,1,0,3,0,0,0,1,Southpaw,193.04,198.12,1,0,2,2,11,0,3,0,3,Switch,187.96,200.66,29,27,20,20
Shauna Bannon,Puja Tomar,-210,176,t,1.4762,0,-386,0,15.24,2.54,0,1,3,0,0,0,0,0,0,-1.29,0.7,0,0,2025-03-22,f,Women's Strawweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Southpaw,162.56,149.86,0,1,1,1,6,0,0,0,1,Switch,165.1,165.1,31,31,20,20
Nathan Fletcher,Caolan Loughran,-174,146,f,0,2.46,-320,-1,5.08,2.54,0,-2,-7,0,0,1,1,-1,0,-1.32,0.7,0.37,0,2025-03-22,f,Bantamweight,MALE,3,1,0,1,2,9,0,0,0,1,Orthodox,167.64,172.72,0,1,1,0,2,0,0,1,1,Orthodox,170.18,177.8,27,28,20,20
Guram Kutateladze,Kaue Fernandes,-350,280,f,0,3.8,-630,3,-2.54,5.08,1,1,8,0,-1,0,0,0,0,-0.75,0,-0.57,0,2025-03-22,f,Lightweight,MALE,3,0,1,1,1,4,0,1,0,1,Orthodox,175.26,185.42,0,1,1,2,12,0,0,0,2,Orthodox,180.34,182.88,33,30,20,20
Brandon Moreno,Steve Erceg,-310,220,t,1.3226,0,-530,2,5.08,-2.54,7,3,44,5,2,3,1,-2,0,-0.16,0,0.21,-6,2025-03-29,f,Flyweight,MALE,5,2,0,3,2,14,1,1,0,3,Orthodox,172.72,172.72,0,1,3,5,58,6,3,3,10,Orthodox,170.18,177.8,31,29,8,2
Manuel Torres,Drew Dober,-124,106,t,1.8065,0,-230,-6,7.62,5.08,-10,-9,-45,0,-7,0,0,-1,1,2.81,0.8,1.11,0,2025-03-29,f,Lightweight,MALE,3,2,0,3,10,50,0,10,1,14,Southpaw,172.72,177.8,1,0,4,1,5,0,3,1,4,Switch,177.8,185.42,30,36,20,20
Edgar Chairez,CJ Vergara,-270,220,t,1.3704,0,-490,-4,7.62,2.54,-3,-1,-7,0,-2,1,0,-1,-1,-1.37,1.1,0,0,2025-03-29,f,Flyweight,MALE,3,2,0,2,4,18,0,2,0,4,Orthodox,167.64,172.72,1,0,1,3,11,0,0,1,1,Orthodox,170.18,180.34,29,33,20,20
Raul Rosas Jr.,Vince Morales,-480,370,t,1.2083,0,-850,-14,-7.62,5.08,2,-7,-16,0,0,2,3,-4,1,-2.23,0.4,5.51,0,2025-03-29,f,Bantamweight,MALE,3,4,0,2,8,29,0,1,0,3,Orthodox,170.18,177.8,0,3,3,1,13,0,1,2,5,Switch,175.26,170.18,20,34,20,20
David Martinez,Saimon Oliveira,-770,540,t,1.1299,0,-1310,-7,-12.7,2.54,0,-2,-5,0,0,0,1,-2,0,2.2,-1.2,-0.58,0,2025-03-29,f,Bantamweight,MALE,3,2,0,1,2,8,0,0,0,1,Orthodox,162.56,182.88,0,1,1,0,3,0,0,0,1,Orthodox,165.1,170.18,26,33,20,20
Ronaldo Rodriguez,Kevin Borjas,-198,166,f,0,2.66,-364,-2,-7.62,2.54,1,-1,0,0,0,1,2,-2,1,-1.25,0.8,1.09,0,2025-03-29,f,Flyweight,MALE,3,2,0,1,2,8,0,0,0,1,Orthodox,165.1,172.72,0,2,2,1,8,0,0,1,2,Orthodox,167.64,165.1,25,27,20,20
Jose Daniel Medina,Ateba Gautier,360,-460,f,0,1.2174,820,11,-17.78,-10.16,-1,2,4,0,-1,0,-1,2,-1,-2.31,0,-0.1,0,2025-03-29,f,Middleweight,MALE,3,0,1,1,0,2,0,1,0,1,Switch,193.04,205.74,2,0,0,2,6,0,0,0,0,Orthodox,182.88,187.96,33,22,20,20
Christian Rodriguez,Melquizael Costa,-168,142,f,0,2.42,-310,-1,0,-7.62,3,0,9,0,0,-1,-1,0,2,-0.53,0,-0.25,0,2025-03-29,f,Featherweight,MALE,3,0,2,2,2,11,0,0,2,3,Southpaw,177.8,180.34,0,1,4,2,20,0,0,1,6,Orthodox,170.18,180.34,27,28,20,20
Loopy Godinez,Julia Polastri,-240,198,t,1.4167,0,-438,4,-5.08,0,5,3,22,0,0,1,-1,2,3,-1.79,0.5,2.37,-9,2025-03-29,f,Women's Strawweight,FEMALE,3,0,1,1,2,11,0,0,1,2,Orthodox,157.48,160.02,2,0,4,5,33,0,0,2,7,Orthodox,157.48,154.94,31,27,20,11
Rafa Garcia,Vinc Pichel,-350,285,t,1.2857,0,-635,-12,-5.08,-7.62,-3,0,-6,0,-1,1,0,-1,-2,0.5,0.2,0.72,0,2025-03-29,f,Lightweight,MALE,3,2,0,4,4,28,0,1,0,7,Orthodox,177.8,182.88,1,0,2,4,22,0,0,1,4,Orthodox,170.18,177.8,30,42,20,20
Jamall Emmers,Gabriel Miranda,-450,350,t,1.2222,0,-800,0,7.62,-2.54,2,3,12,0,1,-1,0,0,0,1.87,-1.6,-2.16,0,2025-03-29,f,Featherweight,MALE,3,1,0,1,2,5,0,0,1,1,Orthodox,180.34,180.34,1,0,1,5,17,0,1,0,3,Orthodox,177.8,187.96,35,35,20,20
MarQuel Mederos,Austin Hubbard,-158,134,t,1.6329,0,-292,-5,-5.08,0,-2,-6,-22,0,0,0,2,-1,1,1.49,-0.1,-1.4,0,2025-03-29,f,Lightweight,MALE,3,1,0,1,6,26,0,1,0,4,Orthodox,177.8,180.34,0,2,2,0,4,0,1,0,2,Orthodox,177.8,175.26,28,33,20,20
Josh Emmett,Lerone Murphy,440,-700,f,0,1.1429,1140,7,-7.62,-7.62,3,4,15,1,2,0,-6,0,-2,-0.67,-0.4,-0.13,-2,2025-04-05,f,Featherweight,MALE,5,0,7,7,0,23,0,2,0,7,Orthodox,175.26,185.42,0,1,5,4,38,1,4,0,10,Orthodox,167.64,177.8,40,33,10,8
Pat Sabatini,Joanderson Brito,-1450,770,t,1.069,0,-2220,4,-5.08,0,0,0,-1,0,-3,1,1,-1,-1,-0.74,0.4,1.1,0,2025-04-05,f,Featherweight,MALE,3,1,0,5,2,16,0,3,2,6,Orthodox,172.72,182.88,0,1,4,2,15,0,0,3,6,Orthodox,172.72,177.8,34,30,20,20
Cortavious Romious,ChangHo Lee,128,-152,f,0,1.6579,280,1,-2.54,-10.16,-2,2,0,0,-2,0,-3,1,-2,-1.97,0.5,-0.91,0,2025-04-05,f,Bantamweight,MALE,3,0,3,3,0,7,0,2,0,3,Orthodox,172.72,175.26,1,0,1,2,7,0,0,0,1,Southpaw,162.56,172.72,31,30,20,20
Brad Tavares,Gerald Meerschaert,-166,140,t,1.6024,0,-306,0,-7.62,0,3,0,22,0,1,-11,0,1,2,0.4,-1.4,-1.12,0,2025-04-05,f,Middleweight,MALE,3,1,0,3,10,46,0,1,11,12,Southpaw,185.42,195.58,2,0,5,10,68,0,2,0,15,Orthodox,185.42,187.96,37,37,20,20
Ode Osbourne,Luis Gurule,210,-255,t,3.1,0,465,2,22.86,5.08,4,6,15,0,2,1,-1,3,1,-1.53,0.4,0.36,0,2025-04-05,f,Flyweight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,165.1,162.56,3,0,2,6,18,0,2,1,5,Southpaw,170.18,185.42,33,31,20,20
Torrez Finney,Robert Valentin,-2000,1000,t,1.05,0,-3000,-4,-5.08,-15.24,3,-1,4,-1,1,1,3,-1,3,0.48,-1,6.27,0,2025-04-05,f,Middleweight,MALE,3,1,0,0,1,2,1,0,0,0,Orthodox,187.96,195.58,0,3,3,0,6,0,1,1,3,Orthodox,172.72,190.5,26,30,20,20
Diana Belbita,Dione Barbosa,730,-1150,f,0,1.087,1880,-4,5.08,2.54,0,4,10,0,0,-1,0,1,-1,4.24,-1.7,-1.54,0,2025-04-05,f,Women's Flyweight,FEMALE,3,1,0,2,1,7,0,0,1,2,Orthodox,167.64,167.64,2,0,1,5,17,0,0,0,2,Orthodox,170.18,172.72,28,32,20,20
Rhys McKee,Daniel Frunza,104,-122,t,2.04,0,226,-1,12.7,2.54,-1,4,8,0,-1,0,-1,4,-1,1.46,0,0,0,2025-04-05,f,Welterweight,MALE,3,0,1,1,0,2,0,1,0,1,Orthodox,185.42,185.42,4,0,0,4,10,0,0,0,0,Orthodox,187.96,198.12,29,30,20,20
Loma Lookboonmee,Istela Nunes,-900,610,t,1.1111,0,-1510,-3,-12.7,-7.62,6,-2,14,0,0,1,3,-4,3,-0.61,0.1,1.81,0,2025-04-05,f,Women's Strawweight,FEMALE,3,4,0,0,4,9,0,0,0,0,Orthodox,162.56,167.64,0,3,3,2,23,0,0,1,6,Orthodox,154.94,154.94,29,32,20,20
Victor Henry,Pedro Falcao,-1600,840,t,1.0625,0,-2440,5,5.08,2.54,2,1,10,0,0,0,0,0,0,3.96,0.3,-1.69,0,2025-04-05,f,Bantamweight,MALE,3,1,0,1,1,6,0,1,0,1,Orthodox,167.64,167.64,1,0,1,2,16,0,1,0,3,Switch,170.18,172.72,37,32,20,20
Martin Buday,Uran Satybaldiev,-168,142,t,1.5952,0,-310,3,-5.08,0,6,1,16,0,1,1,1,0,5,2.25,-1.6,0.15,0,2025-04-05,f,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,0,1,5,1,16,0,1,1,6,Orthodox,193.04,195.58,33,30,20,20
Vanessa Demopoulos,Talita Alencar,-112,-104,f,0,1.9615,-8,2,2.54,2.54,4,3,14,0,0,1,0,0,2,0.28,-0.1,-2.69,0,2025-04-05,f,Women's Strawweight,FEMALE,3,1,0,1,1,9,0,0,0,1,Orthodox,154.94,147.32,1,0,3,4,23,0,0,1,5,Orthodox,157.48,149.86,36,34,20,20
Alexander Volkanovski,Diego Lopes,-360,250,t,1.2778,0,-610,6,-2.54,-12.7,8,1,38,9,3,-1,-5,2,7,2.16,-1.2,0.75,-2,2025-04-12,t,Featherweight,MALE,5,0,5,5,2,15,0,2,1,5,Orthodox,180.34,182.88,2,0,12,3,53,9,5,0,13,Orthodox,167.64,180.34,36,30,3,1
Michael Chandler,Paddy Pimblett,126,-160,f,0,1.625,286,8,-5.08,-5.08,-2,4,8,1,2,-2,-6,2,-3,-1.45,-0.6,1.27,-5,2025-04-12,f,Lightweight,MALE,5,0,6,6,0,11,0,1,3,6,Orthodox,177.8,185.42,2,0,3,4,19,1,3,1,4,Orthodox,172.72,180.34,38,30,12,7
Yair Rodriguez,Patricio Pitbull,-164,138,t,1.6098,0,-302,-5,10.16,12.7,10,4,43,3,4,1,0,2,6,1.88,0.1,-0.55,-15,2025-04-12,f,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,2,0,6,4,43,3,4,1,10,Orthodox,180.34,180.34,32,37,20,5
Bryce Mitchell,Jean Silva,172,-205,f,0,1.4878,377,2,2.54,7.62,3,2,15,0,-3,1,-4,0,1,-2.55,0.6,2.04,-7,2025-04-12,f,Featherweight,MALE,3,0,5,5,0,10,0,4,0,5,Orthodox,170.18,175.26,0,1,6,2,25,0,1,1,8,Southpaw,177.8,177.8,30,28,20,13
Nikita Krylov,Dominick Reyes,-158,134,f,0,2.34,-292,-2,0,-2.54,3,3,9,-2,-1,4,1,0,-1,-0.63,1,1.8,-3,2025-04-12,f,Light Heavyweight,MALE,3,0,2,6,4,23,2,5,1,8,Southpaw,193.04,195.58,0,3,5,7,32,0,4,5,11,Orthodox,190.5,195.58,33,35,11,8
Dan Ige,Sean Woodson,162,-194,t,2.62,0,356,1,-17.78,-17.78,3,7,27,0,1,2,-4,2,2,-1.97,-0.1,0.35,-5,2025-04-12,f,Featherweight,MALE,3,0,4,4,1,25,0,3,0,8,Orthodox,187.96,198.12,2,0,6,8,52,0,4,2,11,Orthodox,170.18,180.34,33,32,20,15
Yan Xiaonan,Virna Jandiroba,120,-142,f,0,1.7042,262,-1,-2.54,5.08,2,0,12,1,0,-3,-3,0,2,2.42,-1.4,-2.29,-2,2025-04-12,f,Women's Strawweight,FEMALE,3,0,4,4,3,25,0,1,3,7,Orthodox,160.02,162.56,0,1,6,3,37,1,1,0,9,Orthodox,165.1,160.02,35,36,3,1
Jim Miller,Chase Hooper,560,-800,f,0,1.125,1360,16,-7.62,-12.7,19,14,76,0,4,9,-3,0,3,-1.58,-0.4,-0.93,0,2025-04-12,f,Lightweight,MALE,3,0,4,4,3,24,0,2,4,8,Southpaw,185.42,187.96,0,1,7,17,100,0,6,13,27,Southpaw,172.72,180.34,41,25,20,20
